0,1,2,3,4,5,6,7,8,9,10
canned beer,white bread,male cosmetics,chocolate,,,,,,,
meat,beverages,newspapers,candy,,,,,,,
pastry,waffles,other vegetables,whole milk,dental care,house keeping products,frozen vegetables,,,,
tropical fruit,bottled beer,UHT-milk,root vegetables,,,,,,,
ham,rolls/buns,,,,,,,,,
rolls/buns,seasonal products,other vegetables,white bread,,,,,,,
frankfurter,brown bread,,,,,,,,,
baking powder,liqueur,,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
beef,candy,,,,,,,,,
pork,frozen meals,,,,,,,,,
citrus fruit,onions,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
sausage,honey,beverages,soda,frozen dessert,whipped/sour cream,,,,,
root vegetables,sausage,condensed milk,other vegetables,canned beer,white bread,hard cheese,frozen vegetables,,,
tropical fruit,pork,,,,,,,,,
other vegetables,oil,,,,,,,,,
waffles,beverages,waffles,curd,,,,,,,
frankfurter,domestic eggs,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
beef,beef,whole milk,,,,,,,,
soda,pastry,,,,,,,,,
pip fruit,rolls/buns,shopping bags,,,,,,,,
curd,coffee,,,,,,,,,
other vegetables,flour,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
sausage,red/blush wine,,,,,,,,,
chocolate,citrus fruit,yogurt,,,,,,,,
fruit/vegetable juice,curd,,,,,,,,,
canned beer,sugar,,,,,,,,,
rolls/buns,tropical fruit,salt,butter,whole milk,canned vegetables,domestic eggs,,,,
yogurt,soda,,,,,,,,,
hamburger meat,dessert,,,,,,,,,
whole milk,waffles,,,,,,,,,
meat,onions,misc. beverages,,,,,,,,
pastry,rolls/buns,,,,,,,,,
white bread,whole milk,pastry,shopping bags,,,,,,,
grapes,pip fruit,photo/film,root vegetables,cling film/bags,,,,,,
rolls/buns,packaged fruit/vegetables,,,,,,,,,
soda,bottled water,,,,,,,,,
pork,tropical fruit,whole milk,chewing gum,,,,,,,
pastry,waffles,napkins,,,,,,,,
white wine,photo/film,whipped/sour cream,,,,,,,,
rolls/buns,yogurt,newspapers,margarine,,,,,,,
processed cheese,rolls/buns,canned fish,,,,,,,,
whole milk,dog food,,,,,,,,,
root vegetables,specialty cheese,,,,,,,,,
cereals,sugar,,,,,,,,,
oil,bottled water,oil,,,,,,,,
whole milk,whole milk,,,,,,,,,
tropical fruit,waffles,,,,,,,,,
tropical fruit,skin care,,,,,,,,,
canned beer,curd,,,,,,,,,
bottled water,soups,newspapers,root vegetables,shopping bags,,,,,,
dog food,brown bread,salty snack,,,,,,,,
citrus fruit,canned beer,,,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
root vegetables,hard cheese,margarine,yogurt,,,,,,,
butter milk,fruit/vegetable juice,pastry,margarine,,,,,,,
specialty chocolate,other vegetables,,,,,,,,,
shopping bags,soap,,,,,,,,,
chicken,house keeping products,,,,,,,,,
soda,frozen meals,,,,,,,,,
pet care,pip fruit,candy,,,,,,,,
frankfurter,soda,whole milk,whole milk,flour,,,,,,
other vegetables,rolls/buns,,,,,,,,,
rolls/buns,sauces,,,,,,,,,
citrus fruit,whole milk,rolls/buns,pastry,whipped/sour cream,,,,,,
red/blush wine,dessert,curd,rolls/buns,,,,,,,
pork,finished products,ice cream,shopping bags,rolls/buns,,,,,,
pastry,soda,,,,,,,,,
waffles,dishes,domestic eggs,oil,,,,,,,
butter milk,dessert,processed cheese,,,,,,,,
pip fruit,bottled water,bottled water,,,,,,,,
whole milk,berries,,,,,,,,,
curd,spices,frozen fish,,,,,,,,
flower soil/fertilizer,tropical fruit,,,,,,,,,
coffee,root vegetables,,,,,,,,,
ham,domestic eggs,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
herbs,pork,sugar,hard cheese,long life bakery product,,,,,,
specialty chocolate,whole milk,,,,,,,,,
pastry,frankfurter,long life bakery product,whipped/sour cream,,,,,,,
pip fruit,whole milk,soda,,,,,,,,
frankfurter,whole milk,,,,,,,,,
frankfurter,detergent,chocolate,,,,,,,,
herbs,chocolate,,,,,,,,,
ice cream,beef,yogurt,canned beer,,,,,,,
tropical fruit,soda,,,,,,,,,
brown bread,rolls/buns,soda,whole milk,,,,,,,
frozen meals,frozen dessert,,,,,,,,,
root vegetables,sliced cheese,,,,,,,,,
root vegetables,dog food,,,,,,,,,
pork,bottled water,baking powder,,,,,,,,
hygiene articles,dessert,,,,,,,,,
semi-finished bread,rolls/buns,fruit/vegetable juice,tropical fruit,,,,,,,
whole milk,curd,rolls/buns,rolls/buns,,,,,,,
root vegetables,berries,coffee,bottled beer,rice,,,,,,
tropical fruit,whipped/sour cream,hygiene articles,,,,,,,,
sausage,soda,,,,,,,,,
yogurt,butter milk,,,,,,,,,
finished products,ice cream,tropical fruit,whole milk,,,,,,,
pastry,bottled water,candles,,,,,,,,
pip fruit,candles,,,,,,,,,
sausage,domestic eggs,,,,,,,,,
Instant food products,whipped/sour cream,,,,,,,,,
herbs,grapes,butter,,,,,,,,
curd,other vegetables,,,,,,,,,
rolls/buns,grapes,bottled beer,sausage,salty snack,Instant food products,domestic eggs,bottled water,,,
chicken,yogurt,,,,,,,,,
citrus fruit,hamburger meat,other vegetables,specialty chocolate,,,,,,,
whipped/sour cream,other vegetables,shopping bags,,,,,,,,
beef,soda,,,,,,,,,
chicken,white bread,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
photo/film,pastry,,,,,,,,,
sausage,whole milk,,,,,,,,,
sausage,meat spreads,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
bottled beer,candy,,,,,,,,,
other vegetables,ice cream,,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
shopping bags,sparkling wine,,,,,,,,,
tropical fruit,canned fish,,,,,,,,,
butter,newspapers,,,,,,,,,
waffles,whole milk,,,,,,,,,
tropical fruit,bottled water,,,,,,,,,
root vegetables,long life bakery product,,,,,,,,,
rolls/buns,pastry,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
curd,domestic eggs,,,,,,,,,
sugar,frozen vegetables,,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
red/blush wine,sausage,soda,whole milk,rolls/buns,,,,,,
bottled water,soda,,,,,,,,,
chewing gum,coffee,sugar,,,,,,,,
other vegetables,pork,,,,,,,,,
sausage,long life bakery product,beef,other vegetables,margarine,,,,,,
potato products,other vegetables,,,,,,,,,
sausage,yogurt,baking powder,,,,,,,,
whole milk,roll products ,rice,,,,,,,,
skin care,processed cheese,,,,,,,,,
cleaner,pastry,,,,,,,,,
hamburger meat,newspapers,,,,,,,,,
beef,other vegetables,,,,,,,,,
hamburger meat,domestic eggs,,,,,,,,,
tropical fruit,cake bar,,,,,,,,,
beef,pip fruit,,,,,,,,,
shopping bags,other vegetables,newspapers,domestic eggs,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
salty snack,rolls/buns,,,,,,,,,
specialty chocolate,shopping bags,,,,,,,,,
berries,specialty cheese,,,,,,,,,
hygiene articles,vinegar,,,,,,,,,
napkins,pastry,,,,,,,,,
tropical fruit,white bread,,,,,,,,,
beef,coffee,,,,,,,,,
rolls/buns,cling film/bags,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
other vegetables,salt,other vegetables,,,,,,,,
whole milk,yogurt,,,,,,,,,
pip fruit,sausage,red/blush wine,coffee,salt,pastry,,,,,
pip fruit,abrasive cleaner,,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
soda,rolls/buns,,,,,,,,,
pip fruit,white wine,,,,,,,,,
other vegetables,soda,root vegetables,flower soil/fertilizer,meat,shopping bags,soda,processed cheese,,,
cream cheese ,specialty chocolate,,,,,,,,,
dessert,rolls/buns,,,,,,,,,
whipped/sour cream,margarine,,,,,,,,,
rolls/buns,popcorn,fruit/vegetable juice,,,,,,,,
bottled water,sliced cheese,,,,,,,,,
pork,herbs,,,,,,,,,
canned beer,UHT-milk,,,,,,,,,
ham,newspapers,bottled beer,,,,,,,,
sausage,yogurt,,,,,,,,,
pork,citrus fruit,,,,,,,,,
tropical fruit,chocolate marshmallow,napkins,bottled water,,,,,,,
canned beer,brown bread,,,,,,,,,
sparkling wine,softener,,,,,,,,,
whole milk,coffee,chewing gum,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
rolls/buns,oil,,,,,,,,,
hygiene articles,dessert,,,,,,,,,
hair spray,chocolate,rolls/buns,,,,,,,,
pip fruit,frozen fish,cling film/bags,,,,,,,,
tropical fruit,citrus fruit,bottled water,rolls/buns,soda,pickled vegetables,,,,,
frozen vegetables,canned beer,brown bread,soda,,,,,,,
soda,root vegetables,,,,,,,,,
chocolate,whipped/sour cream,,,,,,,,,
sliced cheese,soda,,,,,,,,,
beverages,pork,,,,,,,,,
rolls/buns,napkins,cream cheese ,shopping bags,,,,,,,
shopping bags,newspapers,curd,hard cheese,,,,,,,
canned beer,onions,,,,,,,,,
rolls/buns,prosecco,,,,,,,,,
frankfurter,frankfurter,pip fruit,yogurt,,,,,,,
citrus fruit,hard cheese,pastry,salty snack,,,,,,,
chicken,margarine,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
pip fruit,UHT-milk,,,,,,,,,
bottled beer,butter,,,,,,,,,
whipped/sour cream,candy,,,,,,,,,
long life bakery product,whipped/sour cream,bottled beer,,,,,,,,
chicken,whole milk,,,,,,,,,
citrus fruit,pastry,newspapers,chewing gum,,,,,,,
soda,bottled beer,,,,,,,,,
bottled beer,flower (seeds),,,,,,,,,
frankfurter,pastry,hygiene articles,,,,,,,,
newspapers,spread cheese,,,,,,,,,
citrus fruit,sugar,specialty chocolate,,,,,,,,
chicken,rolls/buns,,,,,,,,,
pork,yogurt,,,,,,,,,
whole milk,yogurt,,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
whole milk,long life bakery product,,,,,,,,,
sausage,sugar,semi-finished bread,,,,,,,,
whole milk,waffles,dessert,,,,,,,,
pip fruit,pork,,,,,,,,,
pickled vegetables,hygiene articles,,,,,,,,,
root vegetables,butter,,,,,,,,,
beef,other vegetables,,,,,,,,,
yogurt,dessert,,,,,,,,,
pip fruit,domestic eggs,,,,,,,,,
butter,frankfurter,root vegetables,butter milk,vinegar,,,,,,
yogurt,domestic eggs,,,,,,,,,
domestic eggs,coffee,pastry,,,,,,,,
fruit/vegetable juice,bottled beer,,,,,,,,,
bottled water,frozen dessert,newspapers,,,,,,,,
UHT-milk,soft cheese,,,,,,,,,
rolls/buns,whipped/sour cream,bottled beer,,,,,,,,
specialty chocolate,pet care,,,,,,,,,
sausage,other vegetables,,,,,,,,,
frankfurter,citrus fruit,newspapers,,,,,,,,
photo/film,whole milk,,,,,,,,,
root vegetables,grapes,,,,,,,,,
frankfurter,bottled water,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
yogurt,dessert,,,,,,,,,
other vegetables,butter,,,,,,,,,
citrus fruit,rolls/buns,whole milk,,,,,,,,
whole milk,bottled water,whipped/sour cream,,,,,,,,
sausage,bottled water,napkins,,,,,,,,
rolls/buns,processed cheese,,,,,,,,,
chicken,root vegetables,,,,,,,,,
newspapers,shopping bags,,,,,,,,,
condensed milk,chocolate,,,,,,,,,
pip fruit,beverages,zwieback,,,,,,,,
sausage,pip fruit,,,,,,,,,
sweet spreads,berries,butter milk,pip fruit,soda,other vegetables,fruit/vegetable juice,whole milk,,,
hamburger meat,tropical fruit,,,,,,,,,
soft cheese,long life bakery product,,,,,,,,,
tropical fruit,ice cream,frozen fish,,,,,,,,
pastry,whole milk,,,,,,,,,
dessert,sliced cheese,,,,,,,,,
beef,brown bread,,,,,,,,,
pork,citrus fruit,,,,,,,,,
UHT-milk,newspapers,salty snack,,,,,,,,
sausage,rolls/buns,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
fruit/vegetable juice,specialty chocolate,Instant food products,,,,,,,,
pork,root vegetables,,,,,,,,,
tropical fruit,soda,,,,,,,,,
whole milk,rolls/buns,jam,red/blush wine,,,,,,,
bottled beer,whole milk,,,,,,,,,
turkey,soda,rolls/buns,,,,,,,,
frozen fish,ketchup,,,,,,,,,
beef,other vegetables,whole milk,soda,,,,,,,
yogurt,semi-finished bread,,,,,,,,,
spices,shopping bags,soda,newspapers,,,,,,,
photo/film,soda,cream cheese ,,,,,,,,
berries,pet care,,,,,,,,,
other vegetables,other vegetables,berries,,,,,,,,
soda,yogurt,,,,,,,,,
chicken,butter,,,,,,,,,
frankfurter,pip fruit,hygiene articles,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
onions,pork,,,,,,,,,
UHT-milk,pastry,bottled water,,,,,,,,
ice cream,canned beer,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
other vegetables,semi-finished bread,,,,,,,,,
yogurt,white bread,salty snack,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
root vegetables,chocolate,,,,,,,,,
tropical fruit,grapes,,,,,,,,,
beef,other vegetables,,,,,,,,,
citrus fruit,fruit/vegetable juice,pickled vegetables,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
shopping bags,whole milk,cling film/bags,bottled beer,newspapers,,,,,,
curd,curd,rolls/buns,,,,,,,,
salty snack,whole milk,domestic eggs,shopping bags,,,,,,,
sausage,yogurt,,,,,,,,,
UHT-milk,skin care,,,,,,,,,
hamburger meat,detergent,flour,,,,,,,,
finished products,dessert,,,,,,,,,
rolls/buns,rolls/buns,specialty bar,,,,,,,,
bottled beer,pip fruit,condensed milk,pot plants,cling film/bags,soda,shopping bags,,,,
ice cream,hamburger meat,,,,,,,,,
root vegetables,fruit/vegetable juice,,,,,,,,,
beef,curd,,,,,,,,,
citrus fruit,napkins,,,,,,,,,
whole milk,coffee,,,,,,,,,
sausage,whole milk,,,,,,,,,
citrus fruit,cat food,,,,,,,,,
misc. beverages,brown bread,,,,,,,,,
semi-finished bread,liquor,pastry,,,,,,,,
beef,butter milk,yogurt,soda,,,,,,,
coffee,misc. beverages,,,,,,,,,
pastry,margarine,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
specialty chocolate,white bread,,,,,,,,,
salt,domestic eggs,,,,,,,,,
pork,mayonnaise,,,,,,,,,
onions,soda,,,,,,,,,
frozen vegetables,flour,pickled vegetables,,,,,,,,
whole milk,rolls/buns,cat food,shopping bags,,,,,,,
soda,meat,,,,,,,,,
brown bread,processed cheese,,,,,,,,,
whole milk,soft cheese,frozen vegetables,,,,,,,,
butter,bottled beer,,,,,,,,,
whole milk,margarine,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
sausage,butter,,,,,,,,,
other vegetables,soda,yogurt,,,,,,,,
brown bread,yogurt,,,,,,,,,
cat food,fruit/vegetable juice,,,,,,,,,
whole milk,chocolate,packaged fruit/vegetables,rolls/buns,,,,,,,
sausage,brown bread,,,,,,,,,
sausage,bottled water,,,,,,,,,
sausage,sausage,pastry,tropical fruit,whole milk,white wine,sweet spreads,whole milk,,,
other vegetables,brown bread,,,,,,,,,
sausage,oil,cream cheese ,,,,,,,,
beverages,sparkling wine,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
finished products,pork,onions,pasta,tropical fruit,soda,pastry,,,,
specialty chocolate,soda,,,,,,,,,
yogurt,frozen vegetables,,,,,,,,,
misc. beverages,shopping bags,,,,,,,,,
processed cheese,waffles,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
canned beer,ice cream,,,,,,,,,
soda,pet care,butter,,,,,,,,
tropical fruit,whole milk,brown bread,pastry,,,,,,,
citrus fruit,liquor (appetizer),,,,,,,,,
jam,cream cheese ,,,,,,,,,
chicken,other vegetables,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
whipped/sour cream,frozen meals,,,,,,,,,
turkey,yogurt,,,,,,,,,
whipped/sour cream,root vegetables,baking powder,,,,,,,,
beef,pip fruit,rolls/buns,,,,,,,,
cookware,other vegetables,,,,,,,,,
pickled vegetables,bottled beer,,,,,,,,,
dish cleaner,whole milk,,,,,,,,,
UHT-milk,soft cheese,,,,,,,,,
frankfurter,cat food,,,,,,,,,
whipped/sour cream,canned beer,sliced cheese,,,,,,,,
bottled beer,rolls/buns,other vegetables,,,,,,,,
chicken,margarine,yogurt,,,,,,,,
bottled water,bottled beer,brown bread,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
bottled water,UHT-milk,,,,,,,,,
tropical fruit,salty snack,,,,,,,,,
female sanitary products,other vegetables,,,,,,,,,
root vegetables,salty snack,whipped/sour cream,,,,,,,,
whole milk,canned beer,,,,,,,,,
Instant food products,yogurt,,,,,,,,,
bottled water,whisky,,,,,,,,,
pork,frozen vegetables,frozen meals,other vegetables,popcorn,oil,,,,,
rolls/buns,liquor,curd,other vegetables,,,,,,,
specialty bar,soda,,,,,,,,,
waffles,chicken,hard cheese,dishes,,,,,,,
sausage,flour,,,,,,,,,
turkey,shopping bags,whole milk,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
rolls/buns,bottled water,bottled water,,,,,,,,
pip fruit,root vegetables,frozen meals,hamburger meat,sugar,soda,spread cheese,,,,
citrus fruit,fruit/vegetable juice,,,,,,,,,
canned beer,white wine,chocolate,,,,,,,,
hard cheese,sweet spreads,,,,,,,,,
soda,other vegetables,,,,,,,,,
grapes,curd,,,,,,,,,
citrus fruit,white bread,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
other vegetables,yogurt,whipped/sour cream,napkins,,,,,,,
sausage,white bread,,,,,,,,,
chicken,nuts/prunes,,,,,,,,,
canned beer,canned beer,,,,,,,,,
whole milk,sugar,,,,,,,,,
sausage,whipped/sour cream,waffles,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
salty snack,curd,,,,,,,,,
ice cream,root vegetables,,,,,,,,,
berries,napkins,cereals,,,,,,,,
chicken,root vegetables,dish cleaner,,,,,,,,
sausage,cream cheese ,,,,,,,,,
pork,salty snack,sliced cheese,,,,,,,,
pip fruit,whipped/sour cream,rolls/buns,,,,,,,,
soda,shopping bags,,,,,,,,,
long life bakery product,canned vegetables,,,,,,,,,
beverages,fruit/vegetable juice,,,,,,,,,
frozen vegetables,canned beer,,,,,,,,,
yogurt,oil,,,,,,,,,
tropical fruit,other vegetables,hamburger meat,popcorn,female sanitary products,,,,,,
chicken,napkins,other vegetables,newspapers,,,,,,,
cream cheese ,whole milk,,,,,,,,,
beef,pastry,curd,,,,,,,,
tropical fruit,spread cheese,,,,,,,,,
turkey,packaged fruit/vegetables,frozen vegetables,,,,,,,,
salty snack,rolls/buns,butter,tropical fruit,pastry,root vegetables,fruit/vegetable juice,semi-finished bread,,,
whole milk,butter,,,,,,,,,
sausage,pastry,whole milk,,,,,,,,
tropical fruit,tropical fruit,pot plants,berries,other vegetables,shopping bags,,,,,
beef,shopping bags,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
pip fruit,turkey,,,,,,,,,
whole milk,canned beer,,,,,,,,,
pip fruit,frozen fish,,,,,,,,,
frankfurter,mustard,,,,,,,,,
pip fruit,onions,,,,,,,,,
salty snack,sugar,,,,,,,,,
softener,soda,,,,,,,,,
liquor,canned beer,,,,,,,,,
UHT-milk,sugar,,,,,,,,,
beef,curd cheese,,,,,,,,,
mustard,soda,,,,,,,,,
beverages,rolls/buns,soups,white bread,,,,,,,
tropical fruit,UHT-milk,butter milk,,,,,,,,
yogurt,frozen meals,,,,,,,,,
sausage,soda,,,,,,,,,
meat,yogurt,soda,red/blush wine,,,,,,,
butter milk,mayonnaise,,,,,,,,,
frankfurter,margarine,whole milk,soda,margarine,brown bread,margarine,frozen vegetables,,,
yogurt,roll products ,,,,,,,,,
pork,yogurt,butter milk,,,,,,,,
long life bakery product,root vegetables,,,,,,,,,
onions,tropical fruit,shopping bags,other vegetables,,,,,,,
detergent,pot plants,,,,,,,,,
tropical fruit,ice cream,,,,,,,,,
other vegetables,sugar,,,,,,,,,
chicken,sugar,,,,,,,,,
sausage,butter,whole milk,,,,,,,,
root vegetables,rolls/buns,whole milk,frozen vegetables,whole milk,specialty chocolate,seasonal products,,,,
soda,flower (seeds),jam,,,,,,,,
whipped/sour cream,napkins,pickled vegetables,,,,,,,,
dessert,soda,pastry,whole milk,butter,rolls/buns,shopping bags,newspapers,,,
mustard,salt,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
kitchen towels,margarine,,,,,,,,,
seasonal products,pickled vegetables,,,,,,,,,
margarine,canned beer,,,,,,,,,
bottled beer,frozen vegetables,,,,,,,,,
pork,other vegetables,yogurt,,,,,,,,
citrus fruit,pastry,salt,,,,,,,,
chocolate,frankfurter,yogurt,margarine,canned vegetables,,,,,,
white bread,bottled beer,yogurt,berries,,,,,,,
meat,root vegetables,,,,,,,,,
beef,rolls/buns,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
tropical fruit,brown bread,,,,,,,,,
yogurt,dental care,,,,,,,,,
root vegetables,frozen vegetables,misc. beverages,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
bottled water,dishes,,,,,,,,,
frozen dessert,flower (seeds),,,,,,,,,
tropical fruit,candy,,,,,,,,,
condensed milk,curd,,,,,,,,,
ham,canned beer,salty snack,,,,,,,,
brown bread,liquor,,,,,,,,,
soda,pickled vegetables,,,,,,,,,
sausage,fruit/vegetable juice,pot plants,,,,,,,,
domestic eggs,bottled water,,,,,,,,,
brown bread,soda,butter,shopping bags,,,,,,,
frankfurter,soda,,,,,,,,,
beef,other vegetables,,,,,,,,,
bottled water,tropical fruit,,,,,,,,,
female sanitary products,salt,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
spices,butter,,,,,,,,,
canned beer,herbs,margarine,,,,,,,,
liquor,sugar,,,,,,,,,
bottled water,bottled water,,,,,,,,,
soda,candy,,,,,,,,,
ice cream,hamburger meat,shopping bags,whole milk,soft cheese,,,,,,
coffee,domestic eggs,,,,,,,,,
seasonal products,butter,ice cream,,,,,,,,
finished products,liquor,,,,,,,,,
other vegetables,whole milk,pork,onions,,,,,,,
salty snack,soda,oil,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
popcorn,pork,margarine,beef,butter,,,,,,
soda,yogurt,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
pip fruit,soda,domestic eggs,,,,,,,,
domestic eggs,whole milk,artif. sweetener,,,,,,,,
other vegetables,rolls/buns,bottled water,soda,,,,,,,
rolls/buns,frozen vegetables,pot plants,pastry,,,,,,,
beef,instant coffee,,,,,,,,,
root vegetables,cling film/bags,,,,,,,,,
berries,fruit/vegetable juice,rolls/buns,,,,,,,,
napkins,newspapers,,,,,,,,,
citrus fruit,coffee,,,,,,,,,
whipped/sour cream,yogurt,candy,,,,,,,,
frozen meals,brown bread,dishes,,,,,,,,
other vegetables,margarine,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
citrus fruit,sliced cheese,,,,,,,,,
rolls/buns,butter milk,,,,,,,,,
sausage,pip fruit,spices,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
specialty bar,waffles,,,,,,,,,
beef,soda,,,,,,,,,
chicken,soda,,,,,,,,,
beverages,whole milk,,,,,,,,,
soda,rolls/buns,,,,,,,,,
root vegetables,processed cheese,,,,,,,,,
chocolate,long life bakery product,,,,,,,,,
pet care,whole milk,,,,,,,,,
citrus fruit,coffee,,,,,,,,,
fish,fruit/vegetable juice,,,,,,,,,
specialty chocolate,liquor,,,,,,,,,
